Drug_A;Drug_B;Level
Nalbuphine;Chlorpheniramine;Moderate
Phenylephrine;Nateglinide;Moderate
Phenylephrine;Nebivolol;Moderate
Chlorpheniramine;Nefazodone;Moderate
Chlorpheniramine;Nilotinib;Moderate
Phenylephrine;Nortriptyline;Major
Olanzapine;Chlorpheniramine;Moderate
Chlorpheniramine;Oliceridine;Moderate
Phenylephrine;Olodaterol;Moderate
Olopatadine (nasal);Chlorpheniramine;Moderate
Chlorpheniramine;Opicapone;Moderate
Chlorpheniramine;Opium;Moderate
Phenylephrine;Orphenadrine;Moderate
Oxazepam;Chlorpheniramine;Moderate
Oxcarbazepine;Chlorpheniramine;Moderate
Oxybutynin;Chlorpheniramine;Moderate
Oxycodone;Chlorpheniramine;Moderate
Chlorpheniramine;Oxymorphone;Moderate
Oxytocin;Phenylephrine;Moderate
Phenylephrine;Ozanimod;Major
Chlorpheniramine;Paliperidone;Moderate
Chlorpheniramine;Panobinostat;Moderate
Chlorpheniramine;Paraldehyde;Moderate
Paramethadione;Chlorpheniramine;Moderate
Paroxetine;Chlorpheniramine;Moderate
Phenylephrine;Penbutolol;Moderate
Pentazocine;Chlorpheniramine;Moderate
Pentobarbital;Chlorpheniramine;Moderate
Chlorpheniramine;Perampanel;Moderate
Chlorpheniramine;Pergolide;Moderate
Perphenazine;Chlorpheniramine;Moderate
Chlorpheniramine;Phenacemide;Moderate
Phenylephrine;Phendimetrazine;Moderate
Phenylephrine;Phenelzine;Major
Chlorpheniramine;Phenindamine;Moderate
Chlorpheniramine;Phenobarbital;Moderate
Phensuximide;Chlorpheniramine;Moderate
Phentermine;Phenylephrine;Moderate
Phenylephrine;Phenylpropanolamine;Moderate
Phenytoin;Chlorpheniramine;Moderate
Physostigmine;Chlorpheniramine;Moderate
Physostigmine (ophthalmic);Chlorpheniramine;Moderate
Pilocarpine (ophthalmic);Chlorpheniramine;Moderate
Pimozide;Chlorpheniramine;Moderate
Phenylephrine;Pindolol;Moderate
Phenylephrine;Pioglitazone;Moderate
Phenylephrine;Pirbuterol;Moderate
Chlorpheniramine;Pitolisant;Moderate
Potassium chloride;Chlorpheniramine;Major
Chlorpheniramine;Potassium citrate;Major
Pramipexole;Chlorpheniramine;Moderate
Phenylephrine;Pramlintide;Moderate
Pregabalin;Chlorpheniramine;Moderate
Primidone;Chlorpheniramine;Moderate
Phenylephrine;Procarbazine;Major
Prochlorperazine;Chlorpheniramine;Moderate
Procyclidine;Chlorpheniramine;Moderate
Promazine;Chlorpheniramine;Moderate
Promethazine;Chlorpheniramine;Moderate
Propantheline;Chlorpheniramine;Moderate
Propiomazine;Chlorpheniramine;Moderate
Dextropropoxyphene;Chlorpheniramine;Major
Phenylephrine;Propranolol;Moderate
Protriptyline;Phenylephrine;Major
Chlorpheniramine;Mepyramine;Moderate
Chlorpheniramine;Quazepam;Moderate
Chlorpheniramine;Quetiapine;Moderate
Phenylephrine;Racepinephrine;Moderate
Ramelteon;Chlorpheniramine;Moderate
Ranolazine;Chlorpheniramine;Moderate
Chlorpheniramine;Rasagiline;Moderate
Remifentanil;Chlorpheniramine;Moderate
Chlorpheniramine;Remimazolam;Moderate
Phenylephrine;Repaglinide;Moderate
Reserpine;Phenylephrine;Moderate
Chlorpheniramine;Revefenacin;Moderate
Botulinum Toxin Type B;Chlorpheniramine;Moderate
Risperidone;Chlorpheniramine;Moderate
Phenylephrine;Ritodrine;Moderate
Rivastigmine;Chlorpheniramine;Moderate
Chlorpheniramine;Rolapitant;Moderate
Ropinirole;Chlorpheniramine;Moderate
Phenylephrine;Rosiglitazone;Moderate
Chlorpheniramine;Rotigotine;Moderate
Chlorpheniramine;Rufinamide;Moderate
Phenylephrine;Safinamide;Moderate
Phenylephrine;Salmeterol;Moderate
Phenylephrine;Saxagliptin;Moderate
Phenylephrine;Scopolamine;Moderate
Phenylephrine;Scopolamine (ophthalmic);Moderate
Secobarbital;Chlorpheniramine;Moderate
Phenylephrine;Selegiline;Major
Phenylephrine;Selexipag;Moderate
Phenylephrine;Semaglutide;Moderate
Sertraline;Chlorpheniramine;Moderate
Phenylephrine;Sibutramine;Moderate
Phenylephrine;Sitagliptin;Moderate
Chlorpheniramine;Iodide I-123;Moderate
Chlorpheniramine;Iodide I-131;Moderate
Chlorpheniramine;Sodium oxybate;Major
Chlorpheniramine;Solifenacin;Moderate
Phenylephrine;Solriamfetol;Moderate
Phenylephrine;Sotalol;Moderate
Chlorpheniramine;St. John's Wort;Moderate
Chlorpheniramine;Stiripentol;Moderate
Sufentanil;Chlorpheniramine;Moderate
Chlorpheniramine;Suvorexant;Moderate
Tacrine;Chlorpheniramine;Moderate
Chlorpheniramine;Tapentadol;Moderate
Chlorpheniramine;Tasimelteon;Moderate
Temazepam;Chlorpheniramine;Moderate
Phenylephrine;Terbutaline;Moderate
Chlorpheniramine;Tetrabenazine;Moderate
Thalidomide;Chlorpheniramine;Moderate
Thiethylperazine;Chlorpheniramine;Moderate
Thioridazine;Chlorpheniramine;Moderate
Chlorpheniramine;Thiothixene;Moderate
Phenylephrine;Thyroid/ porcine;Moderate
Tiagabine;Chlorpheniramine;Moderate
Timolol;Phenylephrine;Moderate
Timolol (ophthalmic);Phenylephrine;Moderate
Chlorpheniramine;Tiotropium;Moderate
Tizanidine;Chlorpheniramine;Moderate
Phenylephrine;Tolazamide;Moderate
Phenylephrine;Tolbutamide;Moderate
Tolcapone;Chlorpheniramine;Moderate
Tolterodine;Chlorpheniramine;Moderate
Topiramate;Chlorpheniramine;Major
Tramadol;Chlorpheniramine;Moderate
Phenylephrine;Tranylcypromine;Major
Trazodone;Chlorpheniramine;Moderate
Treprostinil;Phenylephrine;Moderate
Triazolam;Chlorpheniramine;Moderate
Chlorpheniramine;Trichophyton mentagrophytes;Moderate
Trifluoperazine;Chlorpheniramine;Moderate
Triflupromazine;Chlorpheniramine;Moderate
Trihexyphenidyl;Phenylephrine;Moderate
Chlorpheniramine;Alimemazine;Moderate
Trimethadione;Chlorpheniramine;Moderate
Trimethobenzamide;Chlorpheniramine;Moderate
Phenylephrine;Trimipramine;Major
Tripelennamine;Chlorpheniramine;Moderate
Triprolidine;Chlorpheniramine;Moderate
Troglitazone;Phenylephrine;Moderate
Phenylephrine;Tropicamide (ophthalmic);Moderate
Trospium;Chlorpheniramine;Moderate
Chlorpheniramine;Tuberculin purified protein derivative;Moderate
Chlorpheniramine;Umeclidinium;Moderate
Chlorpheniramine;Valbenazine;Moderate
Chlorpheniramine;Valerian;Moderate
Chlorpheniramine;Vemurafenib;Moderate
Venlafaxine;Chlorpheniramine;Moderate
Vigabatrin;Chlorpheniramine;Moderate
Zaleplon;Chlorpheniramine;Moderate
Chlorpheniramine;Ziconotide;Moderate
Ziprasidone;Chlorpheniramine;Moderate
Zolpidem;Chlorpheniramine;Moderate
Zonisamide;Chlorpheniramine;Major
Dextromethorphan;Amiodarone;Moderate
Citalopram;Dextromethorphan;Major
Dextromethorphan;Desvenlafaxine;Major
Dextromethorphan;Dexfenfluramine;Major
Dihydroergotamine;Dextromethorphan;Major
Dextromethorphan;Dolasetron;Major
Duloxetine;Dextromethorphan;Major
Dextromethorphan;Escitalopram;Major
Dextromethorphan;Fenfluramine;Major
Fluoxetine;Dextromethorphan;Major
Fluvoxamine;Dextromethorphan;Major
Dextromethorphan;Granisetron;Major
Dextromethorphan;Lasmiditan;Major
Dextromethorphan;Levacetylmethadol;Major
Dextromethorphan;Levomilnacipran;Major
Dextromethorphan;Lorcaserin;Major
Dextromethorphan;Methotrimeprazine;Major
Dextromethorphan;Methylene blue;Major
Dextromethorphan;Milnacipran;Major
Mirtazapine;Dextromethorphan;Major
Dextromethorphan;Nefazodone;Major
Dextromethorphan;Ondansetron;Major
Dextromethorphan;Ozanimod;Major
Palonosetron;Dextromethorphan;Major
Dextromethorphan;Paroxetine;Major
Dextromethorphan;Procarbazine;Major
Dextromethorphan;Quinidine;Major
Dextromethorphan;Rasagiline;Major
Dextromethorphan;Safinamide;Major
Dextromethorphan;Sertraline;Major
Dextromethorphan;Sibutramine;Major
Dextromethorphan;Tapentadol;Major
Dextromethorphan;Terbinafine;Major
Dextromethorphan;Tranylcypromine;Major
Dextromethorphan;Trazodone;Major
Venlafaxine;Dextromethorphan;Major
Dextromethorphan;Vilazodone;Major
Dextromethorphan;Vortioxetine;Major
Salbutamol;Acebutolol;Moderate
Acebutolol;Aminophylline;Major
Betamethasone;Acebutolol;Moderate
Acebutolol;Budesonide;Moderate
Codeine;Acebutolol;Moderate
Acebutolol;Dexamethasone;Moderate
Diphenhydramine;Acebutolol;Moderate
Dyphylline;Acebutolol;Major
Acebutolol;Ephedrine;Moderate
Epinephrine;Acebutolol;Moderate
Flurbiprofen;Acebutolol;Moderate
Formoterol;Acebutolol;Moderate
Glycopyrronium;Acebutolol;Moderate
Hydrocodone;Acebutolol;Moderate
Hydrocortisone;Acebutolol;Moderate
Ibuprofen;Acebutolol;Moderate
Acebutolol;Indacaterol;Moderate
Isoprenaline;Acebutolol;Moderate
Orciprenaline;Acebutolol;Moderate
Methdilazine;Acebutolol;Moderate
Acebutolol;Olodaterol;Moderate
Acebutolol;Oxtriphylline;Major
Pentoxifylline;Acebutolol;Moderate
Phenylephrine (ophthalmic);Acebutolol;Moderate
Acebutolol;Pirbuterol;Moderate
Prednisolone;Acebutolol;Moderate
Promethazine;Acebutolol;Moderate
Pseudoephedrine;Acebutolol;Moderate
Acebutolol;Mepyramine;Moderate
Salmeterol;Acebutolol;Moderate
Terbutaline;Acebutolol;Moderate
Theophylline;Acebutolol;Major
Thiethylperazine;Acebutolol;Moderate
Triamcinolone;Acebutolol;Moderate
Acebutolol;Alimemazine;Moderate
Acetohexamide;Hydrocortisone (topical);Minor
Hydrocortisone (topical);Albiglutide;Minor
Hydrocortisone (topical);Alogliptin;Minor
Hydrocortisone (topical);Canagliflozin;Minor
Chlorpropamide;Hydrocortisone (topical);Minor
Hydrocortisone (topical);Dapagliflozin;Minor
Hydrocortisone (topical);Dulaglutide;Minor
Hydrocortisone (topical);Empagliflozin;Minor
Hydrocortisone (topical);Ertugliflozin;Minor
Hydrocortisone (topical);Exenatide;Minor
Glimepiride;Hydrocortisone (topical);Minor
Hydrocortisone (topical);Glipizide;Minor
Hydrocortisone (topical);Glyburide;Minor
Insulin human;Hydrocortisone (topical);Minor
Hydrocortisone (topical);Insulin aspart (aspart);Minor
Hydrocortisone (topical);Insulin aspart (aspart protamine);Minor
Hydrocortisone (topical);Insulin degludec;Minor
Hydrocortisone (topical);Insulin detemir;Minor
Insulin glargine;Hydrocortisone (topical);Minor
Hydrocortisone (topical);Insulin glulisine;Minor
Insulin human (inhalation/ rapid acting);Hydrocortisone (topical);Minor
Insulin human (isophane);Hydrocortisone (topical);Minor
Insulin lispro;Hydrocortisone (topical);Minor
Insulin lispro (protamine);Hydrocortisone (topical);Minor
Insulin human (regular);Hydrocortisone (topical);Minor
Insulin human (zinc);Hydrocortisone (topical);Minor
Insulin human (zinc extended);Hydrocortisone (topical);Minor
Hydrocortisone (topical);Linagliptin;Minor
Hydrocortisone (topical);Liraglutide;Minor
Hydrocortisone (topical);Lixisenatide;Minor
Metformin;Hydrocortisone (topical);Minor
Miglitol;Hydrocortisone (topical);Minor
Nateglinide;Hydrocortisone (topical);Minor
Hydrocortisone (topical);Pioglitazone;Minor
Hydrocortisone (topical);Pramlintide;Minor
Hydrocortisone (topical);Repaglinide;Minor
Rosiglitazone;Hydrocortisone (topical);Minor
Hydrocortisone (topical);Saxagliptin;Minor
Hydrocortisone (topical);Semaglutide;Minor
Hydrocortisone (topical);Sitagliptin;Minor
Hydrocortisone (topical);Tolazamide;Minor
Hydrocortisone (topical);Tolbutamide;Minor
Troglitazone;Hydrocortisone (topical);Minor
Acetaminophen;Benzocaine (topical);Moderate
Acetaminophen;Cocaine (nasal);Moderate
Acetaminophen;Cocaine (topical);Moderate
Acetaminophen;Glycopyrronium;Minor
Lidocaine (ophthalmic);Acetaminophen;Moderate
Lidocaine (topical);Acetaminophen;Moderate
Caffeine;Adenosine;Moderate
Caffeine;Alosetron;Moderate
Caffeine;Anagrelide;Moderate
Caffeine;Acetylsalicylic acid;Minor
Caffeine;Atazanavir;Minor
Azatadine;Dihydrocodeine;Moderate
Azelastine (nasal);Dihydrocodeine;Moderate
Caffeine;Bendamustine;Moderate
Brompheniramine;Dihydrocodeine;Moderate
Caffeine;Capmatinib;Moderate
Dihydrocodeine;Pentoxyverine;Moderate
Carbinoxamine;Dihydrocodeine;Moderate
Cetirizine;Dihydrocodeine;Moderate
Dihydrocodeine;Clofedanol;Moderate
Dihydrocodeine;Chlorcyclizine;Moderate
Chlorpheniramine;Dihydrocodeine;Moderate
Caffeine;Ciprofloxacin;Moderate
Clemastine;Dihydrocodeine;Moderate
Caffeine;Cocaine (nasal);Major
Caffeine;Cocaine (topical);Major
Codeine;Dihydrocodeine;Major
Cyclizine;Dihydrocodeine;Moderate
Caffeine;Cycloserine;Moderate
Cyproheptadine;Dihydrocodeine;Moderate
Dexamethasone;Dihydrocodeine;Moderate
Dexbrompheniramine;Dihydrocodeine;Moderate
Dextromethorphan;Dihydrocodeine;Moderate
Diphenhydramine;Dihydrocodeine;Moderate
Caffeine;Dipyridamole;Moderate
Caffeine;Disulfiram;Minor
Doxylamine;Dihydrocodeine;Moderate
Caffeine;Duloxetine;Moderate
Caffeine;Enoxacin;Moderate
Caffeine;Esketamine;Major
Fluvoxamine;Caffeine;Moderate
Glycopyrronium;Dihydrocodeine;Moderate
Caffeine;Grepafloxacin;Moderate
Hydrocodone;Dihydrocodeine;Major
Dihydrocodeine;Ivacaftor;Moderate
Dihydrocodeine;Levocetirizine;Moderate
Caffeine;Lithium carbonate;Moderate
Meclizine;Dihydrocodeine;Moderate
Caffeine;Melatonin;Minor
Methdilazine;Dihydrocodeine;Moderate
Caffeine;Nalidixic acid;Moderate
Nicotine;Caffeine;Minor
Caffeine;Norfloxacin;Moderate
Caffeine;Obeticholic acid;Moderate
Caffeine;Olaparib;Moderate
Olopatadine (nasal);Dihydrocodeine;Moderate
Caffeine;Osilodrostat;Moderate
Caffeine;Osimertinib;Moderate
Dihydrocodeine;Phenindamine;Moderate
Promethazine;Dihydrocodeine;Moderate
Dihydrocodeine;Mepyramine;Moderate
Caffeine;Rasagiline;Moderate
Caffeine;Regadenoson;Moderate
Caffeine;Riluzole;Minor
Caffeine;Ropivacaine;Minor
Caffeine;Stiripentol;Moderate
Caffeine;Theophylline;Moderate
Caffeine;Thiabendazole;Moderate
Thiethylperazine;Dihydrocodeine;Moderate
Caffeine;Tizanidine;Major
Caffeine;Topotecan;Minor
Alimemazine;Dihydrocodeine;Moderate
Trimethobenzamide;Dihydrocodeine;Moderate
Tripelennamine;Dihydrocodeine;Moderate
Triprolidine;Dihydrocodeine;Moderate
Caffeine;Trovafloxacin;Minor
Codeine;Oxitriptan;Moderate
Aldesleukin;Codeine;Moderate
Codeine;Alfentanil;Moderate
Codeine;Alfuzosin;Moderate
Codeine;Almotriptan;Moderate
Codeine;Alprazolam;Major
Codeine;Alvimopan;Major
Codeine;Amifampridine;Moderate
Codeine;Amiloride;Moderate
Codeine;Amiodarone;Moderate
Codeine;Amitriptyline;Moderate
Codeine;Amlodipine;Moderate
Codeine;Amobarbital;Major
Codeine;Amoxapine;Moderate
Codeine;Amyl Nitrite;Moderate
Codeine;Apalutamide;Moderate
Codeine;Apomorphine;Moderate
Codeine;Apraclonidine;Moderate
Codeine;Aripiprazole;Major
Codeine;Armodafinil;Minor
Codeine;Asenapine;Major
Codeine;Atenolol;Moderate
Codeine;Atropine;Moderate
Codeine;Attapulgite;Moderate
Codeine;Azatadine;Moderate
Codeine;Azelastine (nasal);Moderate
Codeine;Azilsartan medoxomil;Moderate
Baclofen;Codeine;Major
Codeine;Baricitinib;Moderate
Codeine;Belladonna;Moderate
Codeine;Bendroflumethiazide;Moderate
Codeine;Benzthiazide;Moderate
Benzatropine;Codeine;Moderate
Codeine;Bepridil;Moderate
Betaxolol;Codeine;Moderate
Codeine;Biperiden;Moderate
Codeine;Bismuth subgallate;Moderate
Codeine;Bismuth subsalicylate;Moderate
Codeine;Bisoprolol;Moderate
Codeine;Bosentan;Moderate
Codeine;Brexanolone;Moderate
Codeine;Brexpiprazole;Major
Codeine;Brimonidine (ophthalmic);Moderate
Codeine;Brimonidine (topical);Moderate
Codeine;Brivaracetam;Moderate
Codeine;Bromocriptine;Moderate
Codeine;Brompheniramine;Moderate
Codeine;Bumetanide;Moderate
Codeine;Buprenorphine;Major
Codeine;Bupropion;Major
Codeine;Buspirone;Major
Butabarbital;Codeine;Major
Butalbital;Codeine;Major
Codeine;Butorphanol;Major
Codeine;Cannabidiol;Moderate
Codeine;Captopril;Moderate
Codeine;Pentoxyverine;Moderate
Codeine;Carbinoxamine;Moderate
Codeine;Cariprazine;Major
Codeine;Carisoprodol;Major
Codeine;Carvedilol;Moderate
Codeine;Celecoxib;Moderate
Codeine;Cenobamate;Moderate
Codeine;Cetirizine;Moderate
Codeine;Clofedanol;Moderate
Codeine;Chloral hydrate;Major
Codeine;Chlorcyclizine;Moderate
Codeine;Chlordiazepoxide;Major
Codeine;Chlormezanone;Major
Codeine;Chloroquine;Moderate
Codeine;Chlorothiazide;Moderate
Codeine;Chlorphenesin;Major
Codeine;Chlorpromazine;Major
Chlorthalidone;Codeine;Moderate
Codeine;Chlorzoxazone;Major
Codeine;Cimetidine;Moderate
Codeine;Cinacalcet;Moderate
Citalopram;Codeine;Moderate
Clemastine;Codeine;Moderate
Codeine;Clevidipine;Moderate
Codeine;Clidinium;Moderate
Codeine;Clobazam;Major
Codeine;Clomipramine;Moderate
Codeine;Clonazepam;Major
Codeine;Clonidine;Moderate
Codeine;Clopidogrel;Moderate
Codeine;Clorazepic acid;Major
Codeine;Clozapine;Major
Codeine;Cobicistat;Moderate
Codeine;Cyclizine;Moderate
Codeine;Cyclobenzaprine;Major
Codeine;Cyproheptadine;Moderate
Codeine;Dabrafenib;Moderate
Codeine;Dacomitinib;Moderate
Codeine;Dantrolene;Major
Codeine;Darifenacin;Moderate
Codeine;Delavirdine;Moderate
Codeine;Desflurane;Moderate
Codeine;Desipramine;Moderate
Desmopressin;Codeine;Moderate
Codeine;Desvenlafaxine;Moderate
Codeine;Deutetrabenazine;Moderate
Codeine;Dexamethasone;Moderate
Codeine;Dexbrompheniramine;Moderate
Codeine;Dexfenfluramine;Moderate
Codeine;Dexmedetomidine;Moderate
Codeine;Dextromethorphan;Moderate
Codeine;Dezocine;Major
Codeine;Diazepam;Major
Codeine;Diazoxide;Moderate
Codeine;Dicyclomine;Moderate
Codeine;Diltiazem;Moderate
Codeine;Dimenhydrinate;Moderate
Codeine;Diphenhydramine;Moderate
Valproic acid;Codeine;Moderate
Codeine;Dolasetron;Moderate
Codeine;Doxazosin;Moderate
Codeine;Doxepin;Moderate
Codeine;Doxepin (topical);Moderate
Codeine;Doxylamine;Moderate
Codeine;Dronabinol;Moderate
Codeine;Dronedarone;Moderate
Codeine;Droperidol;Major
Codeine;Duloxetine;Moderate
Eletriptan;Codeine;Moderate
Codeine;Eliglustat;Moderate
Codeine;Eluxadoline;Moderate
Codeine;Enalapril;Moderate
Enflurane;Codeine;Moderate
Codeine;Entacapone;Moderate
Codeine;Enzalutamide;Moderate
Codeine;Eprosartan;Moderate
Codeine;Escitalopram;Moderate
Codeine;Esketamine;Moderate
Codeine;Eslicarbazepine;Moderate
Esmolol;Codeine;Moderate
Codeine;Estazolam;Major
Codeine;Eszopiclone;Major
Ethchlorvynol;Codeine;Major
Codeine;Ethosuximide;Moderate
Codeine;Etravirine;Moderate
Codeine;Ezogabine;Moderate
Codeine;Fedratinib;Moderate
Codeine;Felbamate;Moderate
Codeine;Felodipine;Moderate
Codeine;Fenfluramine;Moderate
Codeine;Fesoterodine;Moderate
Codeine;Flavoxate;Moderate
Codeine;Flibanserin;Moderate
Codeine;Fluoxetine;Moderate
Codeine;Fluphenazine;Major
Codeine;Flurazepam;Major
Fluvoxamine;Codeine;Moderate
Codeine;Fosinopril;Moderate
Codeine;Fospropofol;Moderate
Codeine;Fostamatinib;Moderate
Codeine;Frovatriptan;Moderate
Codeine;Furosemide;Moderate
Codeine;Gabapentin;Major
Codeine;Galantamine;Moderate
Gefitinib;Codeine;Moderate
Codeine;Ginkgo biloba;Moderate
Codeine;Givosiran;Moderate
Codeine;Glycerol phenylbutyrate;Moderate
Codeine;Glycopyrronium;Moderate
Codeine;Goldenseal;Moderate
Codeine;Granisetron;Moderate
Codeine;Guanethidine;Moderate
Codeine;Halazepam;Major
Codeine;Halofantrine;Moderate
Codeine;Haloperidol;Major
Codeine;Halothane;Moderate
Codeine;Diamorphine;Major
Codeine;Hydralazine;Moderate
Codeine;Hydrochlorothiazide;Moderate
Codeine;Hydrocodone;Major
Codeine;Hydroflumethiazide;Moderate
Codeine;Hydromorphone;Major
Codeine;Hydroxychloroquine;Moderate
Codeine;Hydroxyzine;Major
Codeine;Hyoscyamine;Moderate
Codeine;Ifosfamide;Moderate
Codeine;Iloperidone;Major
Codeine;Imipramine;Moderate
Codeine;Indapamide;Moderate
Codeine;Iohexol;Major
Codeine;Iopamidol;Major
Codeine;Irbesartan;Moderate
Codeine;Isocarboxazid;Major
Codeine;Isoflurane;Moderate
Codeine;Isosorbide dinitrate;Moderate
Codeine;Isosorbide mononitrate;Moderate
Isradipine;Codeine;Moderate
Codeine;Kaolin;Moderate
Codeine;Kava;Moderate
Codeine;Ketamine;Moderate
Codeine;Labetalol;Moderate
Codeine;Lamotrigine;Moderate
Codeine;Lasmiditan;Moderate
Codeine;Lefamulin;Moderate
Codeine;Lemborexant;Major
Codeine;Levamlodipine;Moderate
Codeine;Levetiracetam;Moderate
Codeine;Levocetirizine;Moderate
Codeine;Levacetylmethadol;Major
Codeine;Levomilnacipran;Moderate
Codeine;Levorphanol;Major
Codeine;Lindane;Moderate
Codeine;Linezolid;Major
Codeine;Lisinopril;Moderate
Codeine;Lithium carbonate;Moderate
Codeine;Lofexidine;Moderate
Codeine;Loperamide;Moderate
Lorazepam;Codeine;Major
Codeine;Lorcaserin;Moderate
Codeine;Losartan;Moderate
Codeine;Loxapine;Major
Codeine;Lumateperone;Major
Codeine;Lurasidone;Major
Codeine;Maprotiline;Moderate
Codeine;Mebrofenin;Moderate
Codeine;Meclizine;Moderate
Codeine;Mepenzolate;Moderate
Codeine;Meperidine;Major
Codeine;Mephenytoin;Moderate
Codeine;Methylphenobarbital;Major
Codeine;Meprobamate;Major
Codeine;Mesoridazine;Major
Codeine;Metaxalone;Major
Codeine;Methadone;Major
Codeine;Methdilazine;Moderate
Codeine;Methocarbamol;Major
Codeine;Methotrimeprazine;Moderate
Codeine;Methoxyflurane;Moderate
Codeine;Methscopolamine;Moderate
Codeine;Methsuximide;Moderate
Codeine;Methylene blue;Major
Codeine;Metoclopramide;Moderate
Codeine;Metolazone;Moderate
Metoprolol;Codeine;Moderate
Codeine;Metyrosine;Moderate
Codeine;Midazolam;Moderate
Codeine;Milnacipran;Moderate
Codeine;Minoxidil;Moderate
Codeine;Mirabegron;Moderate
Codeine;Mirtazapine;Moderate
